pk,id,name,level,status,macroareas
9613,sesf1238,Sesfontein Damara,dialect,Unknown,Africa
9614,nama1265,Nama,dialect,Unknown,Africa
9615,gims1238,Gimsbok Nama,dialect,Unknown,Africa
9616,hain1254,Hai||um,dialect,Unknown,Africa
9617,akho1238,Akhoe,dialect,Unknown,Africa
9618,kedi1239,Kede,dialect,Unknown,Africa
9619,naro1249,Naro,language,threatened,Africa
9620,anaa1239,Ana,family,Unknown,Africa
9621,kxoe1243,Kxoe,language,shifting,Africa
9622,anii1246,//Ani,language,shifting,Africa
9623,nook1246,N|oo-Khwe,dialect,Unknown,Africa
9624,shua1255,Shua-Khwe,dialect,Unknown,Africa
9625,deti1240,Deti,dialect,Unknown,Africa
9626,dani1286,Danisi,dialect,Unknown,Africa
9627,cara1246,Cara (Botswana),dialect,Unknown,Africa
9628,oree1238,|Oree-Khwe,dialect,Unknown,Africa
9629,aiye1242,||'Aiye,dialect,Unknown,Africa
9630,xais1238,|Xaise,dialect,Unknown,Africa
9631,tshi1238,Tshidi-Khwe,dialect,Unknown,Africa
9632,gana1276,Ganádi,dialect,Unknown,Africa
9633,tsoa1238,Northern Tshwa,language,shifting,Africa
9634,kuaa1238,Southern Tshwa,language,shifting,Africa
9635,cura1242,Curasicana,dialect,Unknown,South America
9636,woki1237,Wokiare,dialect,Unknown,South America
9637,pata1262,Patamona,language,threatened,South America
9638,akaw1239,Akawaio,language,threatened,South America
9639,taur1239,Taurepan,dialect,Unknown,South America
9640,cama1252,Camaracoto,dialect,Unknown,South America
9641,arec1238,Arecuna,dialect,Unknown,South America
9642,inga1250,Ingariko,dialect,Unknown,South America
9643,cama1251,Camaracota,dialect,Unknown,South America
9644,taul1252,Taulipang,dialect,Unknown,South America
9645,pian1242,Pianocotó,dialect,Unknown,South America
9646,moos1236,Moose Cree,language,threatened,North America
9647,swam1239,Swampy Cree,language,threatened,North America
9648,nort1552,Northern East Cree,language,threatened,North America
9649,wood1236,Woods Cree,language,threatened,North America
9650,sout2978,Southern East Cree,language,threatened,North America
9651,plai1264,Plains Creeic,family,Unknown,North America
9652,east2540,Eastern Montagnais,dialect,Unknown,North America
9653,west2627,Western Montagnais,dialect,Unknown,North America
9654,east2539,Eastern Naskapi,dialect,Unknown,North America
9655,west2626,Western Naskapi,dialect,Unknown,North America
9656,nant1249,Nanticoke,language,extinct,North America
9657,pisc1239,Piscataway,language,extinct,North America
9658,pass1249,Passamaquoddy,dialect,Unknown,North America
9659,male1293,Malecite,dialect,Unknown,North America
9660,mahi1248,Mohican,language,extinct,North America
9661,comm1246,Common Delaware,family,Unknown,North America
9662,west2630,Western Abenaki,language,nearly extinct,North America
9663,east2544,Eastern Abenaki,language,extinct,North America
9664,sout2979,Southern Micmac,dialect,Unknown,North America
9665,nort2962,Northern Micmac,dialect,Unknown,North America
9666,mohe1244,Mohegan-Montauk-Narragansett,language,extinct,North America
9667,wamp1249,Wampanoag,language,extinct,North America
9668,loup1243,Loup A,language,extinct,North America
9669,wamp1250,Wampano,language,extinct,North America
9670,gros1243,Gros Ventre,language,extinct,North America
9671,arap1274,Arapaho,language,moribund,North America
9672,mesk1242,Meskwaki,language,moribund,North America
9673,kick1244,Kickapoo,language,shifting,North America
9674,pota1247,Potawatomi,language,nearly extinct,North America
9675,ojib1241,Ojibwa,family,Unknown,North America
9676,nucl1653,Nuclear Miami,dialect,Unknown,North America
9677,peor1238,Peoria,dialect,Unknown,North America
9678,bita1253,Bitara,dialect,Unknown,Papunesia
9679,kapr1245,Kapriman,language,threatened,Papunesia
9680,wata1251,Watakataui,language,shifting,Papunesia
9681,nort2904,North Hewa,dialect,Unknown,Papunesia
9682,uppe1428,Upper Lagaip,dialect,Unknown,Papunesia
9683,cent2108,Central Lagaip,dialect,Unknown,Papunesia
9684,lowe1414,Lower Lagaip,dialect,Unknown,Papunesia
9685,meiy1238,Meiyari,dialect,Unknown,Papunesia
9686,seti1247,Setiali,dialect,Unknown,Papunesia
9687,gabi1241,Gabiano,dialect,Unknown,Papunesia
9688,cent2004,Central Bai,language,not endangered,Eurasia
9689,sout2730,Southern Bai,language,not endangered,Eurasia
9690,tuol1234,Tuoluo Bai,dialect,Unknown,Eurasia
9691,egab1234,Ega Bai,dialect,Unknown,Eurasia
9692,enqi1234,Enqi Bai,dialect,Unknown,Eurasia
9693,luob1236,Luobenzhuo Bai,dialect,Unknown,Eurasia
9694,biji1251,Bijiang Bai,dialect,Unknown,Eurasia
9695,nuji1238,Jinman Bai,dialect,Unknown,Eurasia
9696,pasi1253,Pasi (India),dialect,Unknown,Eurasia
9697,komk1238,Komkar,dialect,Unknown,Eurasia
9698,shim1250,Shimong,dialect,Unknown,Eurasia
9699,kark1255,Karko (India),dialect,Unknown,Eurasia
9700,miny1240,Mising,dialect,Unknown,Eurasia
9701,miny1239,Minyong,dialect,Unknown,Eurasia
9702,miri1271,Miri (Arunachal Pradesh),dialect,Unknown,Eurasia
9703,pada1257,Padam,dialect,Unknown,Eurasia
9704,boka1249,Bokar-Ramo,language,threatened,Eurasia
9705,suba1255,Subansiri,family,Unknown,Eurasia
9706,apat1240,Apatani,language,threatened,Eurasia
9707,tang1377,Tangam,language,threatened,Eurasia
9708,damu1236,Damu,language,shifting,Eurasia
9709,thad1239,Thadoic,family,Unknown,Eurasia
9710,siza1239,Sizangic,family,Unknown,Eurasia
9711,asho1237,Ashoic,family,Unknown,Eurasia
9712,choi1241,Choic,family,Unknown,Eurasia
9713,khum1248,Khumi Chin,language,not endangered,Eurasia
9714,mroc1235,Mro Chin,language,threatened,Eurasia
9715,east2779,Eastern Khumi Chin,language,not endangered,Eurasia
9716,reng1255,Rengmitca,language,moribund,Eurasia
9717,sent1260,Senthang Chin,language,not endangered,Eurasia
9718,nucl1757,Nuclear Maraic,family,Unknown,Eurasia
9719,zotu1235,Zotung Chin,language,not endangered,Eurasia
9720,laic1236,Lai Chin,family,Unknown,Eurasia
9721,pank1249,Pankhu,language,threatened,Eurasia
9722,mizo1244,Mizoic,family,Unknown,Eurasia
9723,tawr1235,Laamtuk Thet,language,not endangered,Eurasia
9724,darl1242,Darlong,language,not endangered,Eurasia
9725,laiz1241,Laizo,dialect,Unknown,Eurasia
9726,muls1238,Mulsom,dialect,Unknown,Eurasia
9727,mors1234,Morsephang,dialect,Unknown,Eurasia
9728,kaip1242,Kaipeng,dialect,Unknown,Eurasia
9729,hran1240,Hrangkhol (Halam),dialect,Unknown,Eurasia
9730,lank1243,Lankai,dialect,Unknown,Eurasia
9731,rang1271,Ranglong,dialect,Unknown,Eurasia
9732,mols1234,Molsom,dialect,Unknown,Eurasia
9733,bong1300,Bongcher,dialect,Unknown,Eurasia
9734,bong1301,Bong,dialect,Unknown,Eurasia
9735,kalo1267,Kaloi,dialect,Unknown,Eurasia
9736,rupi1234,Rupini,dialect,Unknown,Eurasia
9737,dabb1234,Dab,dialect,Unknown,Eurasia
9738,chor1276,Chorai,dialect,Unknown,Eurasia
9739,moyo1238,Moyon,language,shifting,Eurasia
9740,mons1234,Monsang Naga,language,not endangered,Eurasia
9741,kolh1240,Kolhreng,dialect,Unknown,Eurasia
9742,aimo1244,Aimol,language,shifting,Eurasia
9743,syri1242,Syriem,language,nearly extinct,Eurasia
9744,pare1267,Paren,dialect,Unknown,Eurasia
9745,njau1238,Njauna,dialect,Unknown,Eurasia
9746,phad1238,Phadang,dialect,Unknown,Eurasia
9747,ukhr1238,Ukhrul,dialect,Unknown,Eurasia
9748,kupo1240,Kupome,dialect,Unknown,Eurasia
9749,suan1234,Suansu,language,Unknown,Eurasia
9750,anga1287,Angami-Chokri,family,Unknown,Eurasia
9751,naga1397,Naga Maoic,family,Unknown,Eurasia
9752,khez1235,Khezha Naga,language,threatened,Eurasia
9753,poch1243,Pochuri Naga,language,shifting,Eurasia
9754,nort2725,Northern Rengma Naga,language,shifting,Eurasia
9755,sumi1235,Sumi Naga,language,not endangered,Eurasia
9756,sout2732,Southern Rengma Naga,language,threatened,Eurasia
9757,chan1311,Changki,dialect,Unknown,Eurasia
9758,long1376,Longla,dialect,Unknown,Eurasia
9759,mong1332,Mongsen,dialect,Unknown,Eurasia
9760,dord1238,Dordar,dialect,Unknown,Eurasia
9761,yach1234,Yacham-Tengsa,dialect,Unknown,Eurasia
9762,chon1286,Chungli,dialect,Unknown,Eurasia
9763,kiza1238,Kizare,dialect,Unknown,Eurasia
9764,pirr1238,Pirr,dialect,Unknown,Eurasia
9765,thuk1239,Thukumi,dialect,Unknown,Eurasia
9766,phel1241,Phelongre,dialect,Unknown,Eurasia
9767,purr1238,Purr,dialect,Unknown,Eurasia
9768,phot1238,Photsimi,dialect,Unknown,Eurasia
9769,yimc1240,Yimchungru Naga,language,threatened,Eurasia
9770,para1302,Para Naga,language,threatened,Eurasia
9771,maku1272,Makuric,family,Unknown,Eurasia
9772,live1239,Live,dialect,Unknown,Eurasia
9773,kyoo1238,Kyo,dialect,Unknown,Eurasia
9774,tson1248,Tsontsu,dialect,Unknown,Eurasia
9775,kyon1245,Kyon,dialect,Unknown,Eurasia
9776,kyon1246,Kyong,dialect,Unknown,Eurasia
9777,ndre1238,Ndreng,dialect,Unknown,Eurasia
9778,kyou1238,Kyou,dialect,Unknown,Eurasia
9779,rahu1234,Rahung,dialect,Unknown,Eurasia
9780,khoi1252,Khoitam,dialect,Unknown,Eurasia
9781,khoi1253,Khoina,dialect,Unknown,Eurasia
9782,jeri1243,Jerigaon,dialect,Unknown,Eurasia
9783,sher1261,Shergaon,dialect,Unknown,Eurasia
9784,rupa1234,Rupa,dialect,Unknown,Eurasia
9785,bugu1245,Chayangtajo,dialect,Unknown,Eurasia
9786,lasu1234,Lasumpatte,dialect,Unknown,Eurasia
9787,patt1248,Pattani,language,threatened,Eurasia
9788,tina1246,Tinani,language,shifting,Eurasia
9789,chit1279,Chitkuli Kinnauri,language,threatened,Eurasia
9790,kana1283,Kanashi,language,shifting,Eurasia
9791,theb1237,Thebor,family,Unknown,Eurasia
9792,kinn1249,Kinnauri,language,shifting,Eurasia
9793,darm1241,Darma-Byangsi-Chaudangsi,family,Unknown,Eurasia
9794,rang1266,Rangkas,language,extinct,Eurasia
9795,suna1241,Sunam,language,shifting,Eurasia
9796,unun9961,Unclassified Central-Eastern West Himalayish,family,Unknown,Eurasia
9797,gahr1239,Bunan,language,shifting,Eurasia
9798,rong1264,Rongpo,language,shifting,Eurasia
9799,late1253,Late Old Tibetan,family,Unknown,Eurasia
9800,amdo1237,Amdo Tibetan,language,not endangered,Eurasia
9801,kenh1234,Kenhatic,family,Unknown,Eurasia
9802,sham1282,Shamskatic,family,Unknown,Eurasia
9803,kala1376,Kalaktang Monpa,language,not endangered,Eurasia
9804,tsha1245,Tshangla,language,threatened,Eurasia
9805,olek1239,Olekha,language,nearly extinct,Eurasia
9806,main1269,Mainstream East Bodish,family,Unknown,Eurasia
9807,nucl1729,Nuclear Tamang,family,Unknown,Eurasia
9808,guru1260,Gurungic,family,Unknown,Eurasia
9809,seke1240,Seke (Nepal),language,shifting,Eurasia
9810,sout2715,Southern Ghale,language,threatened,Eurasia
9811,kuta1241,Kutang Ghale,language,threatened,Eurasia
9812,nort2709,Northern Ghale,language,threatened,Eurasia
9813,west2416,Western Namuyi,dialect,Unknown,Eurasia
9814,east2350,Eastern Namuyi,dialect,Unknown,Eurasia
9815,laze1238,Laze,language,moribund,Eurasia
9816,yong1270,Narua,language,not endangered,Eurasia
9817,naxi1245,Naxi,language,not endangered,Eurasia
9818,core1262,Core Gyalrong,family,Unknown,Eurasia
9819,horp1241,Horpa-Khroskyabs,family,Unknown,Eurasia
9820,sout2728,Southern Qiang,language,shifting,Eurasia
9821,upst1234,Upstream-Nu Qiang,family,Unknown,Eurasia
9822,nort2723,Northern Pumi,language,threatened,Eurasia
9823,sout2729,Southern Pumi,language,threatened,Eurasia
9824,cham1336,Chamdoic,family,Unknown,Eurasia
9825,west2417,Western Muya,dialect,Unknown,Eurasia
9826,east2351,Eastern Muya,dialect,Unknown,Eurasia
9827,nucl1312,Nuclear Ersu,dialect,Unknown,Eurasia
9828,lisu1245,Lisu (Ersu),dialect,Unknown,Eurasia
9829,duox1238,Duoxu,dialect,Unknown,Eurasia
9830,mang1429,Mango (China),language,moribund,Eurasia
9831,maan1239,Maang,language,shifting,Eurasia
9832,muan1234,Muangphe,language,shifting,Eurasia
9833,munj1248,Munji-Mantsi,family,Unknown,Eurasia
9834,maza1306,Maza,language,moribund,Eurasia
9835,inth1238,Intha-Danu,language,not endangered,Eurasia
9836,nucl1730,Nuclear Southern Burmish,family,Unknown,Eurasia
9837,taun1248,Taungyo,language,not endangered,Eurasia
9838,hpon1238,Hpon,language,extinct,Eurasia
9839,high1273,High Northern Burmish,family,Unknown,Eurasia
9840,midn1240,Mid Northern Burmish,family,Unknown,Eurasia
9841,sout3212,Southeastern Ngwi,family,Unknown,Eurasia
9842,kazh1234,Kazhouish,family,Unknown,Eurasia
9843,lawo1234,Lawoish,family,Unknown,Eurasia
9844,liso1234,Lisoid,family,Unknown,Eurasia
9845,lahu1252,Lahu Shi,language,not endangered,Eurasia
9846,kuco1235,Kucong,language,threatened,Eurasia
9847,lahu1253,Lahu,language,not endangered,Eurasia
9848,nusu1239,Nusu,language,not endangered,Eurasia
9849,zauz1238,Zauzou,language,shifting,Eurasia
9850,jino1236,Jino,family,Unknown,Eurasia
9851,biso1244,Bisoid-Hanic,family,Unknown,Eurasia
9852,satp1242,Satpariya,dialect,Unknown,Eurasia
9853,wana1265,Wanang (India),dialect,Unknown,Eurasia
9854,tint1241,Tintekiya,dialect,Unknown,Eurasia
9855,bana1283,Banai,dialect,Unknown,Eurasia
9856,hari1248,Harigaya,dialect,Unknown,Eurasia
9857,mait1251,Maitaria,dialect,Unknown,Eurasia
9858,rang1268,Rangdania,dialect,Unknown,Eurasia
9859,dima1251,Dimasa,language,not endangered,Eurasia
9860,tipp1238,Tipperic,family,Unknown,Eurasia
9861,tiwa1253,Tiwa (India),language,threatened,Eurasia
9862,bodo1280,Bodo-Mech-Kachari,family,Unknown,Eurasia
9863,cakk1238,Cak,dialect,Unknown,Eurasia
9864,sakm1234,Sak (Myanmar),dialect,Unknown,Eurasia
9865,andr1246,Andro,language,extinct,Eurasia
9866,seng1275,Sengmai,language,extinct,Eurasia
9867,burm1262,Burma Pyu,language,extinct,Eurasia
9868,tama1328,Taman (Myanmar),language,extinct,Eurasia
9869,phay1241,Phayeng,dialect,Unknown,Eurasia
9870,gana1267,Ganaan,dialect,not endangered,Eurasia
9871,kadu1254,Kadu,dialect,threatened,Eurasia
9872,dzil1238,Jilí,dialect,Unknown,Eurasia
9873,shid1239,Shidan,dialect,Unknown,Eurasia
9874,enku1238,Enkun,dialect,Unknown,Eurasia
9875,hkak1238,Hkaku,dialect,Unknown,Eurasia
9876,kaur1266,Kauri,dialect,Unknown,Eurasia
9877,nort3289,Northeastern Jinghpaw,dialect,Unknown,Eurasia
9878,nort3288,Northwestern Jinghpaw,dialect,Unknown,Eurasia
9879,khia1236,Khiamniungan Naga,language,threatened,Eurasia
9880,lein1236,Leinong-Makyan,family,Unknown,Eurasia
9881,tabl1242,Tableng,dialect,Unknown,Eurasia
9882,hopa1238,Hopao,dialect,Unknown,Eurasia
9883,long1380,Longkhai,dialect,Unknown,Eurasia
9884,chin1479,Chingkao,dialect,Unknown,Eurasia
9885,mulu1242,Mulung,dialect,Unknown,Eurasia
9886,tabu1242,Tabu,dialect,Unknown,Eurasia
9887,tamk1238,Tamkhungnyuo,dialect,Unknown,Eurasia
9888,monn1253,Mon (India),dialect,Unknown,Eurasia
9889,tang1338,Tang (India),dialect,Unknown,Eurasia
9890,chen1256,Chen,dialect,Unknown,Eurasia
9891,long1381,Longwa,dialect,Unknown,Eurasia
9892,chan1315,Changnyu,dialect,Unknown,Eurasia
9893,shun1238,Shunyuo,dialect,Unknown,Eurasia
9894,kong1284,Kongon,dialect,Unknown,Eurasia
9895,jakp1238,Jakphang,dialect,Unknown,Eurasia
9896,choh1239,Choha,dialect,Unknown,Eurasia
9897,sang1322,Sang,dialect,Unknown,Eurasia
9898,mohu1238,Mohung,dialect,Unknown,Eurasia
9899,shen1248,Shengha,dialect,Unknown,Eurasia
9900,sham1276,Shamnyuyanga,dialect,Unknown,Eurasia
9901,gele1238,Gelekidoria,dialect,Unknown,Eurasia
9902,long1378,Longmein,dialect,Unknown,Eurasia
9903,ngan1293,Ngangching,dialect,Unknown,Eurasia
9904,toto1303,Totok,dialect,Unknown,Eurasia
9905,long1379,Longching,dialect,Unknown,Eurasia
9906,tola1246,Tolamleinyua,dialect,Unknown,Eurasia
9907,chin1480,Chinglang,dialect,Unknown,Eurasia
9908,sima1257,Sima,dialect,Unknown,Eurasia
9909,tobu1238,Tobunyuo,dialect,Unknown,Eurasia
9910,sowa1243,Sowa Naga,dialect,Unknown,Eurasia
9911,shan1275,Shanlang,dialect,Unknown,Eurasia
9912,angp1238,Angphang,dialect,Unknown,Eurasia
9913,yong1271,Yongyasha,dialect,Unknown,Eurasia
9914,chan1314,Changnoi,dialect,Unknown,Eurasia
9915,borm1238,Bor Muthun,dialect,Unknown,Eurasia
9916,horu1240,Horu Muthun,dialect,Unknown,Eurasia
9917,kulu1254,Kulung Muthun,dialect,Unknown,Eurasia
9918,laju1238,Laju,dialect,Unknown,Eurasia
9919,nucl1786,Nuclear Nocte,dialect,Unknown,Eurasia
9920,kuwa1253,Kuwa,dialect,Unknown,Eurasia
9921,pont1258,Ponthai,language,Unknown,Eurasia
9922,tase1235,Pangwa Naga,language,threatened,Eurasia
9923,nahe1238,Nahenic,language,Unknown,Eurasia
9924,mukl1234,Muklomic,language,Unknown,Eurasia
9925,tikh1243,Tikhakic,language,Unknown,Eurasia
9926,east2773,Eastern Newari,language,threatened,Eurasia
9927,newa1246,Kathmandu Valley Newari,language,shifting,Eurasia
9928,bara1357,Baraamu,language,nearly extinct,Eurasia
9929,than1259,Thangmi,language,shifting,Eurasia
9930,bujh1238,Bujhyal,language,threatened,Eurasia
9931,chep1245,Chepang,language,threatened,Eurasia
9932,east2352,Eastern Magar,language,shifting,Eurasia
9933,west2418,Western Magar,language,shifting,Eurasia
9934,gama1251,Gamale Kham,language,threatened,Eurasia
9935,parb1234,Parbate Kham,family,Unknown,Eurasia
9936,shes1236,Sheshi Kham,language,shifting,Eurasia
9937,tapl1238,Taplejunge,dialect,Unknown,Eurasia
9938,chat1267,Chattare,dialect,Unknown,Eurasia
9939,pant1253,Panthare,dialect,Unknown,Eurasia
9940,phed1238,Phedappe,dialect,Unknown,Eurasia
9941,grea1285,Greater Yakkha,family,Unknown,Eurasia
9942,uppe1412,Upper Arun,family,Unknown,Eurasia
9943,tilu1238,Tilung,language,nearly extinct,Eurasia
9944,thul1246,Thulung,language,moribund,Eurasia
9945,chau1260,Chaurasiya,family,Unknown,Eurasia
9946,nort2730,Northwestern Kiranti,family,Unknown,Eurasia
9947,uppe1413,Upper Dudhkosi,family,Unknown,Eurasia
9948,kham1300,Khambu,family,Unknown,Eurasia
9949,sout2736,Southern Central Kiranti,family,Unknown,Eurasia
9950,east2342,Eastern Kayah,language,not endangered,Eurasia
9951,west2409,Western Kayah,language,not endangered,Eurasia
9952,pana1290,Panapu,dialect,Unknown,Eurasia
9953,pala1338,Palakhi,dialect,Unknown,Eurasia
9954,pwow1235,Pwo Western Karen,language,threatened,Eurasia
9955,pwoe1235,Pwo Eastern Karen,language,not endangered,Eurasia
9956,phra1235,Phrae Pwo Karen,language,not endangered,Eurasia
9957,pwon1235,Pwo Northern Karen,language,not endangered,Eurasia
9958,shao1234,Shaojiang,dialect,Unknown,Eurasia
9959,minb1236,Northwestern Min Bei,dialect,Unknown,Eurasia
9960,hokk1242,Quanzhang,dialect,Unknown,Eurasia
9961,dati1239,Datian,dialect,Unknown,Eurasia
9962,chao1239,Chaoshan,dialect,Unknown,Eurasia
9963,zhon1238,Zhongshan Min,dialect,Unknown,Eurasia
9964,zhen1239,Zhenan Min,dialect,Unknown,Eurasia
9965,qion1239,Qiong-Lei,dialect,Unknown,Eurasia
9966,fuzh1239,Houguan,dialect,Unknown,Eurasia
9967,funi1234,Funing,dialect,Unknown,Eurasia
9968,puti1238,Putian,dialect,Unknown,Eurasia
9969,xian1252,Xianyou,dialect,Unknown,Eurasia
9970,ping1245,Pinghua,family,Unknown,Eurasia
9971,yuec1235,Yue Chinese,language,not endangered,Eurasia
9972,ning1269,Ning-Long,dialect,Unknown,Eurasia
9973,yuez1238,Yuezhong,dialect,Unknown,Eurasia
9974,yuet1238,Meixian,dialect,Unknown,Eurasia
9975,ting1250,Tingzhou,dialect,Unknown,Eurasia
9976,sanh1239,Sixian,dialect,Unknown,Eurasia
9977,huiz1243,Huizhou,dialect,Unknown,Eurasia
9978,hail1247,Hailu,dialect,Unknown,Eurasia
9979,yugu1248,Yugui,dialect,Unknown,Eurasia
9980,tong1314,Tonggu,dialect,Unknown,Eurasia
9981,yueb1238,Yuebei,dialect,Unknown,Eurasia
9982,chen1268,Chen-Xu,dialect,Unknown,Eurasia
9983,chan1316,Changyi,dialect,Unknown,Eurasia
9984,luos1238,Luoshao,dialect,Unknown,Eurasia
9985,heng1239,Hengzhou,dialect,Unknown,Eurasia
9986,yong1285,Yong-Quan,dialect,Unknown,Eurasia
9987,mand1471,Mandarinic,family,Unknown,Eurasia
9988,jiny1235,Jinyu Chinese,language,not endangered,Eurasia
9989,wuch1236,Wu Chinese,language,not endangered,Eurasia
9990,huiz1242,Hui Chinese,language,not endangered,Eurasia
9991,yili1247,Yi-Liu,dialect,Unknown,Eurasia
9992,jich1238,Ji-Cha,dialect,Unknown,Eurasia
9993,chan1317,Chang-Jing,dialect,Unknown,Eurasia
9994,fugu1238,Fu-Guang,dialect,Unknown,Eurasia
9995,ying1246,Ying-Yi,dialect,Unknown,Eurasia
9996,zhon1237,Zhongguo Hanyu,dialect,Unknown,Eurasia
9997,comm1247,Common Chinese,dialect,Unknown,Eurasia
9998,faia1238,Faia,dialect,Unknown,Papunesia
9999,nucl1599,Nuclear Kirikiri,dialect,Unknown,Papunesia
10000,sheb1234,Shebayo,language,extinct,South America
10001,ator1244,Atorada,language,moribund,South America
10002,wapi1253,Wapishana,language,threatened,South America
10003,yuku1245,Yukuna of Miritiparaná,dialect,Unknown,South America
10004,guar1294,Guaru,dialect,extinct,South America
10005,tari1256,Tariana,language,nearly extinct,South America
10006,bani1259,Baniwa-Curripaco,family,Unknown,South America
10007,piap1246,Piapoco,language,shifting,South America
10008,acha1250,Achagua,language,shifting,South America
10009,mand1448,Mandahuaca,language,extinct,South America
10010,ware1255,Warekena do San Miguel,language,moribund,South America
10011,isla1278,Island Carib,language,extinct,North America
10012,gari1256,Garifuna,language,not endangered,North America
10013,waur1244,Waurá,language,shifting,South America
10014,mehi1240,Mehináku,language,shifting,South America
10015,trin1274,Trinitario-Javeriano-Loretano,language,shifting,South America
10016,igna1246,Ignaciano,language,shifting,South America
10017,mats1245,Matsi-Nan,family,Unknown,South America
10018,asha1241,Asha-Ashe-Kak,family,Unknown,South America
